transaction_id,user_id,timestamp,amount,location_city,distance_from_home_km,device_id,transaction_type,merchant_category,is_fraud
TXN_000065,USR_0069,2026-01-07 15:47:58,15.61,Berlin,10.46,DEV_069,POS,Utilities,0
TXN_000066,USR_0065,2026-02-17 03:00:47,40.73,London,6.92,DEV_065,POS,Grocery,0
TXN_000067,USR_0098,2026-03-24 19:09:28,30.76,Tokyo,0.29,DEV_098,Wire Transfer,Utilities,0
TXN_000068,USR_0003,2026-02-06 23:52:20,94.18,Mumbai,7.08,DEV_003,Online,Grocery,0
TXN_000069,USR_0051,2026-03-06 08:09:16,26.87,Mumbai,5.57,DEV_051,Online,Electronics,0
TXN_000070,USR_0034,2026-03-21 14:27:01,57.73,Tokyo,9.56,DEV_034,ATM,Grocery,0
TXN_000071,USR_0017,2026-03-01 18:54:39,45.47,London,7.68,DEV_017,ATM,Gaming,0
TXN_000072,USR_0098,2026-02-18 15:00:53,75.8,London,4.05,DEV_098,POS,Travel,0
TXN_000073,USR_0030,2026-02-19 08:38:14,87.75,Sydney,7.96,DEV_030,POS,Gaming,0
TXN_000074,USR_0088,2026-02-16 16:43:48,54.1,New York,1.99,DEV_088,Online,Grocery,0
TXN_000075,USR_0023,2026-02-24 07:39:34,43.24,Toronto,5.98,DEV_023,POS,Luxury,0
TXN_000076,USR_0027,2026-03-18 15:48:44,69.87,Mumbai,1.27,DEV_027,Online,Utilities,0
TXN_000077,USR_0021,2026-03-16 07:53:36,38.6,Berlin,11.23,DEV_021,Online,Electronics,0
TXN_000078,USR_0047,2026-02-17 02:07:52,56.59,Toronto,0.85,DEV_036,ATM,Grocery,0
TXN_000079,USR_0099,2026-02-16 02:16:28,59.99,Mumbai,12.89,DEV_099,POS,Electronics,0
TXN_000080,USR_0026,2026-03-17 21:43:41,19.29,Tokyo,5.81,DEV_026,Online,Electronics,0
TXN_000081,USR_0038,2026-03-09 23:12:34,17.2,Sydney,6.69,DEV_038,ATM,Utilities,0
TXN_000082,USR_0090,2026-01-09 21:56:13,153.79,Tokyo,4.5,DEV_090,POS,Travel,0
TXN_000083,USR_0100,2026-01-25 13:47:01,98.93,Paris,2.83,DEV_100,Online,Electronics,0
TXN_000084,USR_0064,2026-01-24 03:43:29,54.83,New York,2.0,DEV_021,Online,Travel,0
TXN_000085,USR_0004,2026-03-02 01:22:37,31.81,Paris,0.95,DEV_031,POS,Gaming,0
TXN_000086,USR_0024,2026-02-05 07:59:26,65.77,Berlin,12.47,DEV_024,Online,Luxury,0
TXN_000087,USR_0062,2026-03-23 14:31:20,59.78,Sydney,3.24,DEV_062,Wire Transfer,Gaming,0
TXN_000088,USR_0019,2026-01-15 07:48:35,28.04,Mumbai,0.61,DEV_019,POS,Luxury,0
TXN_000089,USR_0100,2026-01-17 09:20:12,13.46,Paris,2.05,DEV_130,Online,Electronics,0
TXN_000090,USR_0084,2026-02-06 12:10:40,10.18,Paris,0.62,DEV_084,POS,Travel,0
TXN_000091,USR_0049,2026-02-25 13:55:16,227.96,London,0.66,DEV_049,Online,Luxury,0
TXN_000092,USR_0001,2026-02-14 01:21:43,13.2,London,7.61,DEV_001,POS,Luxury,0
TXN_000093,USR_0085,2026-02-12 15:45:40,81.12,Berlin,3.7,DEV_085,Online,Travel,0
TXN_000094,USR_0014,2026-03-03 03:23:11,33.31,Sydney,6.88,DEV_014,ATM,Travel,0
TXN_000095,USR_0066,2026-01-30 00:52:29,26.91,Tokyo,3.91,DEV_066,POS,Electronics,0
TXN_000096,USR_0064,2026-02-05 13:11:15,72.91,New York,3.81,DEV_064,Online,Grocery,0
TXN_000097,USR_0027,2026-03-29 10:19:34,24.87,Mumbai,6.26,DEV_027,Online,Transfer,0
TXN_000098,USR_0031,2026-02-07 05:47:15,70.21,Toronto,3.49,DEV_031,POS,Transfer,0
TXN_000099,USR_0002,2026-01-25 01:49:14,86.96,Tokyo,3.91,DEV_002,Online,Electronics,0
TXN_000100,USR_0038,2026-02-09 04:41:41,50.29,Sydney,14.71,DEV_038,POS,Grocery,0
TXN_000101,USR_0097,2026-01-27 10:46:06,68.43,London,0.54,DEV_097,Online,Travel,0
TXN_000102,USR_0092,2026-03-11 00:32:30,45.87,Paris,6.67,DEV_092,POS,Utilities,0
TXN_000103,USR_0021,2026-03-14 11:28:25,18.65,Berlin,12.68,DEV_021,POS,Transfer,0
TXN_000104,USR_0047,2026-01-04 16:26:48,24.96,Toronto,7.75,DEV_025,ATM,Utilities,0
TXN_000105,USR_0002,2026-02-12 13:41:26,96.94,Tokyo,3.01,DEV_002,Online,Grocery,0
TXN_000106,USR_0071,2026-03-14 02:53:39,170.11,Toronto,2.25,DEV_071,Online,Transfer,0
TXN_000107,USR_0049,2026-01-15 23:48:22,49.93,London,4.07,DEV_049,Online,Travel,0
TXN_000108,USR_0001,2026-03-08 18:28:47,100.1,London,1.18,DEV_001,Online,Transfer,0
TXN_000109,USR_0093,2026-03-09 19:06:05,67.55,Berlin,1.74,DEV_093,POS,Grocery,0
TXN_000110,USR_0094,2026-02-22 00:36:53,17.06,Tokyo,2.04,DEV_094,Online,Utilities,0
TXN_000111,USR_0034,2026-01-27 09:33:47,260.9,Tokyo,9.16,DEV_034,POS,Luxury,0
TXN_000112,USR_0088,2026-02-09 19:09:10,11.29,New York,0.55,DEV_088,POS,Travel,0
TXN_000113,USR_0008,2026-03-30 17:45:05,301.56,New York,4.62,DEV_008,ATM,Utilities,0
TXN_000114,USR_0085,2026-01-08 01:46:53,157.33,Sydney,0.07,DEV_085,Online,Luxury,0
TXN_000115,USR_0036,2026-01-18 06:30:52,155.07,Paris,8.5,DEV_036,Online,Travel,0
TXN_000116,USR_0012,2026-01-29 15:38:59,44.23,Paris,4.02,DEV_012,ATM,Utilities,0
TXN_000117,USR_0024,2026-02-17 13:21:20,53.44,New York,11.25,DEV_024,Online,Utilities,0
TXN_000118,USR_0009,2026-01-31 18:00:07,43.48,London,1.23,DEV_009,Online,Transfer,0
TXN_000119,USR_0098,2026-02-10 21:49:10,122.4,Tokyo,3.77,DEV_098,Online,Transfer,0
TXN_000120,USR_0025,2026-03-10 03:49:57,25.03,London,0.06,DEV_025,ATM,Electronics,0
TXN_000121,USR_0012,2026-01-15 04:41:16,22.53,Paris,12.29,DEV_012,POS,Electronics,0
TXN_000122,USR_0054,2026-03-26 18:43:54,16.15,Tokyo,7.37,DEV_054,Online,Grocery,0
TXN_000123,USR_0059,2026-01-13 06:20:22,203.83,Mumbai,2.53,DEV_056,Online,Gaming,0
TXN_000124,USR_0020,2026-03-08 00:16:34,131.77,Paris,15.53,DEV_020,POS,Grocery,0
TXN_000125,USR_0073,2026-03-22 20:12:00,89.33,London,4.56,DEV_108,POS,Utilities,0
TXN_000126,USR_0098,2026-03-18 02:50:51,16.24,Tokyo,12.46,DEV_098,POS,Travel,0
TXN_000127,USR_0012,2026-02-14 00:13:49,102.33,Paris,5.09,DEV_012,POS,Grocery,0
TXN_000128,USR_0082,2026-02-26 20:30:16,86.8,Tokyo,0.26,DEV_016,ATM,Travel,0
TXN_000129,USR_0026,2026-03-18 12:04:36,34.39,Tokyo,0.64,DEV_026,Online,Luxury,0
TXN_000130,USR_0087,2026-01-21 21:02:20,138.75,Toronto,9.31,DEV_087,Online,Travel,0
TXN_000131,USR_0024,2026-03-16 05:28:02,52.64,New York,10.81,DEV_024,POS,Travel,0
TXN_000132,USR_0015,2026-03-03 18:29:11,111.67,Toronto,1.92,DEV_015,POS,Utilities,0
TXN_000133,USR_0066,2026-02-17 21:14:30,311.59,Tokyo,0.0,DEV_066,ATM,Luxury,0
TXN_000134,USR_0039,2026-03-25 03:53:17,104.74,Toronto,2.57,DEV_039,ATM,Travel,0
TXN_000135,USR_0010,2026-03-29 01:12:56,58.05,Paris,6.59,DEV_010,Online,Gaming,0
TXN_000136,USR_0018,2026-02-28 22:48:29,31.11,Sydney,12.06,DEV_018,POS,Gaming,0
TXN_000137,USR_0059,2026-02-06 21:45:29,29.48,Mumbai,4.44,DEV_059,POS,Utilities,0
TXN_000138,USR_0077,2026-02-14 22:06:25,317.41,Berlin,1.32,DEV_077,POS,Transfer,0
TXN_000139,USR_0074,2026-01-04 11:56:26,26.19,Tokyo,1.03,DEV_074,Online,Travel,0
TXN_000140,USR_0087,2026-02-18 09:17:36,69.12,Toronto,3.72,DEV_087,POS,Grocery,0
TXN_000141,USR_0088,2026-02-17 07:30:10,26.52,New York,1.27,DEV_088,POS,Electronics,0
TXN_000142,USR_0011,2026-01-26 05:45:12,30.72,London,3.24,DEV_011,ATM,Grocery,0
TXN_000143,USR_0005,2026-02-11 15:21:46,44.13,Berlin,2.33,DEV_005,POS,Utilities,0
TXN_000144,USR_0037,2026-03-13 05:52:59,156.18,Paris,23.82,DEV_037,POS,Electronics,0
TXN_000145,USR_0067,2026-01-08 14:29:11,61.01,Mumbai,9.99,DEV_067,ATM,Gaming,0
TXN_000146,USR_0097,2026-02-24 05:12:26,90.1,London,9.07,DEV_097,POS,Utilities,0
TXN_000147,USR_0060,2026-01-20 23:34:30,221.4,Paris,3.13,DEV_107,Online,Travel,0
TXN_000148,USR_0031,2026-02-25 16:20:33,126.0,Toronto,3.54,DEV_113,POS,Travel,0
TXN_000149,USR_0098,2026-03-01 07:33:15,2448.99,Mumbai,816.55,DEV_074,Online,Electronics,1
TXN_000150,USR_0098,2026-01-04 17:49:50,22.86,Tokyo,7.01,DEV_098,POS,Gaming,0
TXN_000151,USR_0091,2026-01-18 23:50:23,14.53,Mumbai,4.36,DEV_091,Online,Electronics,0
TXN_000152,USR_0014,2026-02-11 09:28:31,48.38,Sydney,5.21,DEV_014,Online,Grocery,0
TXN_000153,USR_0006,2026-02-06 18:35:26,105.64,Sydney,5.75,DEV_006,Wire Transfer,Grocery,0
TXN_000154,USR_0099,2026-01-11 16:40:44,58.67,Mumbai,8.74,DEV_099,POS,Gaming,0
TXN_000155,USR_0022,2026-01-24 15:35:38,205.86,Sydney,0.82,DEV_022,POS,Luxury,0
TXN_000156,USR_0084,2026-02-25 04:18:13,47.96,Paris,1.87,DEV_084,POS,Luxury,0
TXN_000157,USR_0064,2026-02-16 11:52:16,39.88,New York,9.99,DEV_064,Online,Grocery,0
TXN_000158,USR_0093,2026-03-01 23:05:24,49.3,Paris,3.78,DEV_024,ATM,Luxury,0
TXN_000159,USR_0020,2026-03-22 07:15:57,10.08,Paris,4.56,DEV_020,POS,Grocery,0
TXN_000160,USR_0060,2026-03-26 22:50:38,35.64,Paris,4.46,DEV_060,Online,Transfer,0
TXN_000161,USR_0018,2026-02-08 05:36:29,52.5,Tokyo,4.58,DEV_018,ATM,Utilities,0
TXN_000162,USR_0041,2026-01-28 15:43:03,99.89,London,0.79,DEV_041,Online,Utilities,0
TXN_000163,USR_0086,2026-03-09 20:45:15,63.31,Sydney,0.05,DEV_086,Online,Transfer,0
TXN_000164,USR_0030,2026-01-15 16:18:20,42.87,Sydney,0.71,DEV_030,ATM,Electronics,0
TXN_000165,USR_0044,2026-02-22 07:20:16,18.62,Paris,11.33,DEV_044,POS,Grocery,0
TXN_000166,USR_0076,2026-01-05 05:12:39,115.18,Paris,2.07,DEV_084,POS,Utilities,0
TXN_000167,USR_0058,2026-02-01 06:56:21,77.06,Tokyo,3.74,DEV_012,Online,Transfer,0
TXN_000168,USR_0025,2026-02-04 06:58:52,35.94,London,3.18,DEV_025,POS,Luxury,0
TXN_000169,USR_0044,2026-02-03 14:33:53,1671.03,New York,1795.11,DEV_059,ATM,Electronics,1
TXN_000170,USR_0074,2026-02-15 14:45:06,14.87,Tokyo,0.16,DEV_074,ATM,Travel,0
TXN_000171,USR_0058,2026-01-26 19:13:00,74.41,Tokyo,6.65,DEV_058,POS,Luxury,0
TXN_000172,USR_0096,2026-01-09 08:08:08,93.97,New York,3.33,DEV_096,POS,Electronics,0
TXN_000173,USR_0058,2026-01-13 15:00:05,41.48,Tokyo,3.14,DEV_058,POS,Gaming,0
TXN_000174,USR_0094,2026-03-25 13:42:01,241.02,Sydney,1.0,DEV_094,Online,Gaming,0
TXN_000175,USR_0014,2026-02-26 22:36:39,80.63,Sydney,0.5,DEV_014,Online,Luxury,0
TXN_000176,USR_0005,2026-02-18 06:49:34,69.35,Berlin,2.53,DEV_005,ATM,Utilities,0
TXN_000177,USR_0014,2026-02-10 07:50:39,36.71,Sydney,8.83,DEV_014,POS,Grocery,0
TXN_000178,USR_0057,2026-02-21 00:24:31,41.01,London,4.65,DEV_057,POS,Gaming,0
TXN_000179,USR_0056,2026-03-10 02:27:39,63.09,Berlin,3.88,DEV_037,ATM,Transfer,0
TXN_000180,USR_0001,2026-02-20 12:20:06,22.9,London,0.46,DEV_001,POS,Gaming,0
TXN_000181,USR_0053,2026-03-10 16:08:17,10.32,Berlin,15.16,DEV_053,POS,Travel,0
TXN_000182,USR_0043,2026-01-29 02:28:01,59.39,Mumbai,0.67,DEV_124,POS,Electronics,0
TXN_000183,USR_0085,2026-01-08 11:48:16,21.04,Berlin,1.34,DEV_085,POS,Travel,0
TXN_000184,USR_0090,2026-03-04 03:10:34,54.69,Tokyo,4.81,DEV_090,Online,Grocery,0
TXN_000185,USR_0046,2026-02-05 05:55:15,25.79,Sydney,5.38,DEV_046,Online,Gaming,0
TXN_000186,USR_0066,2026-03-09 22:42:57,34.89,Tokyo,10.07,DEV_066,Online,Travel,0
TXN_000187,USR_0075,2026-03-19 16:03:15,104.18,Mumbai,13.0,DEV_075,ATM,Travel,0
TXN_000188,USR_0083,2026-03-27 03:50:04,18.32,Sydney,3.93,DEV_083,POS,Travel,0
TXN_000189,USR_0021,2026-03-17 05:37:22,48.71,Berlin,1.36,DEV_021,Online,Luxury,0
TXN_000190,USR_0072,2026-01-13 03:09:33,102.59,New York,3.47,DEV_072,ATM,Gaming,0
TXN_000191,USR_0093,2026-03-11 19:08:09,20.49,Berlin,3.74,DEV_093,Online,Travel,0
TXN_000192,USR_0070,2026-02-08 20:55:09,212.33,Sydney,0.09,DEV_047,Online,Travel,0
TXN_000193,USR_0025,2026-01-20 16:41:07,14.04,London,13.62,DEV_125,POS,Transfer,0
TXN_000194,USR_0052,2026-01-09 15:46:53,115.6,Paris,3.87,DEV_052,POS,Grocery,0
TXN_000195,USR_0077,2026-03-13 13:39:15,58.04,Berlin,0.66,DEV_077,Online,Travel,0
TXN_000196,USR_0056,2026-01-22 19:09:36,29.27,New York,16.47,DEV_056,POS,Transfer,0
TXN_000197,USR_0047,2026-01-12 12:09:30,1619.28,Mumbai,2672.84,DEV_137,Wire Transfer,Luxury,1
TXN_000198,USR_0015,2026-03-21 20:01:13,39.09,Toronto,11.82,DEV_015,Online,Gaming,0
TXN_000199,USR_0050,2026-03-16 00:49:27,45.83,Mumbai,5.51,DEV_069,Online,Luxury,0
TXN_000200,USR_0098,2026-01-12 17:13:04,16.54,Tokyo,0.12,DEV_098,POS,Electronics,0
TXN_000201,USR_0073,2026-01-14 23:14:21,13.92,London,0.76,DEV_073,POS,Electronics,0
TXN_000202,USR_0039,2026-02-21 04:43:28,900.6,Mumbai,4129.79,DEV_102,Wire Transfer,Electronics,1
TXN_000203,USR_0039,2026-02-26 14:06:36,15.82,Toronto,11.23,DEV_039,Online,Grocery,0
TXN_000204,USR_0068,2026-02-19 21:26:36,14.55,Paris,8.06,DEV_068,ATM,Electronics,0
TXN_000205,USR_0067,2026-03-26 21:28:21,49.68,Mumbai,1.06,DEV_067,POS,Electronics,0
TXN_000206,USR_0087,2026-01-18 23:43:25,66.46,Toronto,0.46,DEV_087,POS,Travel,0
TXN_000207,USR_0080,2026-03-05 08:48:41,48.9,New York,7.06,DEV_080,POS,Utilities,0
TXN_000208,USR_0023,2026-02-13 15:59:23,11.31,Toronto,6.68,DEV_023,POS,Gaming,0
TXN_000209,USR_0070,2026-03-01 01:12:53,101.49,Sydney,0.68,DEV_070,POS,Utilities,0
TXN_000210,USR_0036,2026-01-20 14:02:08,37.17,Paris,2.4,DEV_036,POS,Luxury,0
TXN_000211,USR_0052,2026-01-21 05:10:21,69.66,Paris,3.63,DEV_052,Wire Transfer,Transfer,0
TXN_000212,USR_0012,2026-02-15 02:56:46,60.44,Paris,4.94,DEV_012,POS,Luxury,0
TXN_000213,USR_0080,2026-02-21 22:43:18,15.48,New York,2.58,DEV_080,Online,Gaming,0
TXN_000214,USR_0082,2026-01-18 06:04:47,65.64,Tokyo,3.26,DEV_082,Online,Utilities,0
TXN_000215,USR_0052,2026-01-31 11:16:18,123.37,Paris,5.49,DEV_052,POS,Travel,0
TXN_000216,USR_0068,2026-02-04 20:48:59,18.46,Paris,4.51,DEV_068,Online,Travel,0
TXN_000217,USR_0006,2026-01-17 12:42:07,72.82,Sydney,5.25,DEV_010,Online,Utilities,0
TXN_000218,USR_0011,2026-01-18 06:20:33,87.19,Mumbai,20.58,DEV_073,POS,Utilities,0
TXN_000219,USR_0007,2026-02-07 12:51:27,72.56,Toronto,5.01,DEV_007,Online,Transfer,0
TXN_000220,USR_0052,2026-03-12 22:13:55,46.09,Paris,0.7,DEV_052,Online,Travel,0
TXN_000221,USR_0027,2026-01-04 08:14:19,22.65,Mumbai,2.45,DEV_027,Online,Transfer,0
TXN_000222,USR_0079,2026-01-06 19:33:40,19.59,Toronto,3.83,DEV_082,Online,Gaming,0
TXN_000223,USR_0081,2026-01-18 22:55:30,77.52,London,3.46,DEV_034,Online,Gaming,0
TXN_000224,USR_0082,2026-03-12 00:42:15,71.89,Tokyo,9.82,DEV_082,Online,Grocery,0
TXN_000225,USR_0009,2026-03-12 19:57:28,47.41,London,1.47,DEV_021,ATM,Travel,0
TXN_000226,USR_0034,2026-03-20 16:55:35,75.81,Toronto,4.76,DEV_034,Online,Gaming,0
TXN_000227,USR_0065,2026-01-27 20:34:44,12.52,London,6.86,DEV_065,Online,Grocery,0
TXN_000228,USR_0005,2026-02-08 02:48:51,38.33,Berlin,1.76,DEV_005,POS,Gaming,0
TXN_000229,USR_0051,2026-01-14 23:29:46,61.85,London,8.88,DEV_112,Wire Transfer,Travel,0
TXN_000230,USR_0008,2026-03-23 18:35:43,252.41,Mumbai,5.5,DEV_008,POS,Grocery,0
TXN_000231,USR_0089,2026-02-19 23:19:21,157.0,London,1.94,DEV_089,Online,Transfer,0
TXN_000232,USR_0053,2026-01-19 15:45:35,118.56,Berlin,5.34,DEV_053,ATM,Travel,0
TXN_000233,USR_0073,2026-02-23 08:28:08,61.92,London,2.46,DEV_073,ATM,Gaming,0
TXN_000234,USR_0032,2026-01-11 05:57:01,6257.96,Sydney,3422.98,DEV_119,ATM,Luxury,1
TXN_000235,USR_0012,2026-02-17 14:40:40,75.7,Paris,1.25,DEV_012,POS,Travel,0
TXN_000236,USR_0096,2026-03-23 21:34:02,100.94,New York,1.57,DEV_096,Online,Transfer,0
TXN_000237,USR_0079,2026-01-04 16:17:55,25.61,Toronto,3.52,DEV_079,POS,Transfer,0
TXN_000238,USR_0097,2026-01-28 05:50:47,17.28,Mumbai,0.82,DEV_097,POS,Travel,0
TXN_000239,USR_0008,2026-01-31 19:39:21,118.55,New York,6.77,DEV_008,Online,Electronics,0
TXN_000240,USR_0098,2026-02-15 06:25:46,98.15,Tokyo,8.44,DEV_098,Online,Grocery,0
TXN_000241,USR_0036,2026-03-07 18:49:57,129.1,New York,8.94,DEV_036,Online,Luxury,0
TXN_000242,USR_0016,2026-01-23 09:31:30,51.31,New York,3.49,DEV_016,POS,Electronics,0
TXN_000243,USR_0024,2026-01-21 11:48:05,42.29,New York,2.66,DEV_038,Online,Gaming,0
TXN_000244,USR_0057,2026-02-17 11:10:36,67.67,London,3.28,DEV_080,Online,Gaming,0
TXN_000245,USR_0004,2026-01-04 11:01:11,83.35,Paris,8.17,DEV_004,POS,Utilities,0
TXN_000246,USR_0083,2026-01-06 03:03:51,109.88,Mumbai,6.15,DEV_083,POS,Gaming,0
TXN_000247,USR_0094,2026-01-04 08:49:58,27.49,Mumbai,2.32,DEV_094,Wire Transfer,Gaming,0
TXN_000248,USR_0045,2026-03-21 18:55:28,75.72,Berlin,7.7,DEV_045,ATM,Luxury,0
TXN_000249,USR_0009,2026-02-24 09:11:53,23.26,London,2.25,DEV_113,POS,Utilities,0
TXN_000250,USR_0070,2026-01-25 21:17:04,109.19,Sydney,0.29,DEV_070,Online,Transfer,0
TXN_000251,USR_0084,2026-03-20 20:56:52,52.88,Sydney,0.72,DEV_084,ATM,Grocery,0
TXN_000252,USR_0100,2026-02-01 19:06:16,71.24,Paris,0.73,DEV_100,Wire Transfer,Utilities,0
TXN_000253,USR_0024,2026-01-21 14:02:19,12.4,New York,1.61,DEV_024,Wire Transfer,Utilities,0
TXN_000254,USR_0095,2026-01-26 21:40:57,30.29,Toronto,0.85,DEV_082,ATM,Grocery,0
