transaction_id,user_id,timestamp,amount,location_city,distance_from_home_km,device_id,transaction_type,merchant_category,is_fraud,hour,day_of_week,is_weekend,transaction_type_encoded,merchant_category_encoded,location_city_encoded,device_id_encoded,user_avg_amount,amount_ratio_to_avg,amount_zscore,user_tx_count,time_diff_minutes,is_rapid_tx,high_distance_flag,is_night_tx
TXN_004926,USR_0001,2026-02-23 23:38:57,17.92,London,13.68,DEV_001,Online,Grocery,0,23,0,0,1,2,1,0,137.21826530612245,0.13059484941070704,-0.2996908939122113,98,1500.8,0,0,1
TXN_000940,USR_0001,2026-02-25 14:07:30,46.73,London,8.51,DEV_001,ATM,Grocery,0,14,2,0,0,2,1,0,137.21826530612245,0.3405523054108448,-0.22731687714461213,98,2308.55,0,0,0
TXN_005960,USR_0001,2026-02-25 16:00:56,184.94,London,5.25,DEV_001,ATM,Transfer,0,16,2,0,0,4,1,0,137.21826530612245,1.3477796568089373,0.11988245841421784,98,113.43333333333334,0,0,0
TXN_004046,USR_0001,2026-02-26 03:17:52,56.52,London,10.48,DEV_001,Wire Transfer,Electronics,0,3,3,0,3,0,1,0,137.21826530612245,0.4118984870922523,-0.2027232768615577,98,676.9333333333333,0,0,1
TXN_007337,USR_0001,2026-02-26 05:58:20,73.64,Toronto,15.37,DEV_001,Online,Utilities,0,5,3,0,1,6,7,0,137.21826530612245,0.5366632092971242,-0.15971587779660462,98,160.46666666666667,0,0,1
TXN_005437,USR_0001,2026-02-26 19:19:49,36.65,London,0.37,DEV_001,POS,Utilities,0,19,3,0,2,6,1,0,137.21826530612245,0.2670927026173221,-0.252638990612762,98,801.4833333333333,0,0,0
TXN_008820,USR_0001,2026-02-28 12:56:22,46.37,London,4.21,DEV_001,ATM,Gaming,0,12,5,1,0,1,1,0,137.21826530612245,0.337928748168219,-0.22822123833990315,98,2496.55,0,0,0
TXN_008709,USR_0001,2026-02-28 13:35:43,11.32,London,1.96,DEV_001,POS,Electronics,0,13,5,1,2,0,1,0,137.21826530612245,0.08249629996256716,-0.3162708491592143,98,39.35,0,0,0
TXN_002994,USR_0001,2026-02-28 16:51:30,50.19,London,8.32,DEV_001,Online,Travel,0,16,5,1,1,5,1,0,137.21826530612245,0.3657676055760818,-0.21862496121209238,98,195.78333333333333,0,0,0
TXN_003985,USR_0001,2026-02-28 20:19:12,111.98,Toronto,11.72,DEV_001,Online,Grocery,0,20,5,1,1,2,7,0,137.21826530612245,0.8160720556367731,-0.06340141049810565,98,207.7,0,0,0
TXN_008014,USR_0001,2026-03-02 00:42:10,31.42,London,3.16,DEV_001,Online,Transfer,0,0,0,0,1,4,1,0,137.21826530612245,0.22897824600917493,-0.2657773490887962,98,1702.9666666666667,0,0,1
TXN_002385,USR_0001,2026-03-02 14:16:39,49.64,London,0.96,DEV_001,Online,Grocery,0,14,0,0,1,2,1,0,137.21826530612245,0.3617593931220701,-0.2200066241493426,98,814.4833333333333,0,0,0
TXN_005523,USR_0001,2026-03-03 13:08:24,78.59,London,0.08,DEV_001,ATM,Gaming,0,13,1,0,0,1,1,0,137.21826530612245,0.5727371213832291,-0.14728091136135238,98,1371.75,0,0,0
TXN_000716,USR_0001,2026-03-03 14:59:34,23.23,London,0.56,DEV_001,POS,Electronics,0,14,1,0,2,0,1,0,137.21826530612245,0.16929231873943773,-0.286351566281668,98,111.16666666666667,0,0,0
TXN_008775,USR_0001,2026-03-05 08:11:27,44.89,London,5.81,DEV_001,POS,Grocery,0,8,3,0,2,2,1,0,137.21826530612245,0.32714301283742403,-0.231939167698322,98,2471.883333333333,0,0,0
TXN_004399,USR_0001,2026-03-05 22:44:02,86.26,London,0.59,DEV_001,Online,Utilities,0,22,3,0,1,6,1,0,137.21826530612245,0.6286334659691735,-0.12801299367278987,98,872.5833333333334,0,0,0
TXN_002957,USR_0001,2026-03-06 06:40:34,135.91,London,0.56,DEV_001,Online,Transfer,0,6,4,0,1,4,1,0,137.21826530612245,0.9904657356813165,-0.003286512155563158,98,476.53333333333336,0,0,0
TXN_009138,USR_0001,2026-03-06 21:28:36,156.26,London,8.16,DEV_001,Online,Transfer,0,21,4,0,1,4,1,0,137.21826530612245,1.1387695964797477,0.04783501652269592,98,888.0333333333333,0,0,0
TXN_001944,USR_0001,2026-03-07 06:33:43,29.99,London,6.47,DEV_001,Online,Luxury,0,6,5,1,1,3,1,0,137.21826530612245,0.21855689362874461,-0.2693696727256469,98,545.1166666666667,0,0,0
TXN_000108,USR_0001,2026-03-08 18:28:47,100.1,London,1.18,DEV_001,Online,Transfer,0,18,6,1,1,4,1,0,137.21826530612245,0.7294946666301212,-0.09324532994271098,98,2155.0666666666666,0,0,0
TXN_000059,USR_0001,2026-03-09 04:54:26,222.86,London,2.35,DEV_001,Online,Utilities,0,4,0,0,1,6,1,0,137.21826530612245,1.624127686365523,0.21514183765154393,98,625.65,0,0,1
TXN_004813,USR_0001,2026-03-10 07:36:30,163.42,London,4.31,DEV_001,POS,Luxury,0,7,1,0,2,3,1,0,137.21826530612245,1.1909492349719721,0.06582175585126275,98,1602.0666666666666,0,0,0
TXN_003947,USR_0001,2026-03-11 11:39:01,21.47,London,3.99,DEV_001,ATM,Gaming,0,11,2,0,0,1,1,0,137.21826530612245,0.15646603888660043,-0.29077288768086884,98,1682.5166666666667,0,0,0
TXN_009880,USR_0001,2026-03-11 17:50:24,17.71,Toronto,1.94,DEV_001,Online,Utilities,0,17,2,0,1,6,7,0,137.21826530612245,0.1290644410191753,-0.3002184379427978,98,371.3833333333333,0,0,0
TXN_003732,USR_0001,2026-03-13 14:11:18,69.84,London,0.91,DEV_001,Online,Grocery,0,14,4,0,1,2,1,0,137.21826530612245,0.5089701050694073,-0.16926191263578813,98,2660.9,0,0,0
TXN_005476,USR_0001,2026-03-14 11:14:20,59.56,London,2.74,DEV_001,ATM,Utilities,0,11,5,1,0,6,1,0,137.21826530612245,0.4340529704744258,-0.1950864489902109,98,1263.0333333333333,0,0,0
TXN_002872,USR_0001,2026-03-15 14:16:41,29.15,London,2.15,DEV_001,Online,Transfer,0,14,6,1,1,4,1,0,137.21826530612245,0.21243526006261773,-0.27147984884799264,98,1622.35,0,0,0
TXN_005684,USR_0001,2026-03-19 00:09:33,23.47,London,12.62,DEV_001,ATM,Travel,0,0,3,0,0,5,1,0,137.21826530612245,0.17104135690118827,-0.28574865881814066,98,4912.866666666667,0,0,1
TXN_005726,USR_0001,2026-03-19 00:45:01,44.88,London,2.7,DEV_001,Online,Travel,0,0,3,0,1,5,1,0,137.21826530612245,0.3270701362473511,-0.23196428884263565,98,35.46666666666667,0,0,1
TXN_001715,USR_0001,2026-03-19 18:26:00,83.77,London,4.37,DEV_001,Online,Transfer,0,18,3,0,1,4,1,0,137.21826530612245,0.6104871950410116,-0.13426815860688646,98,1060.9833333333333,0,0,0
TXN_005879,USR_0001,2026-03-19 21:41:58,90.59,London,13.03,DEV_001,Online,Grocery,0,21,3,0,1,2,1,0,137.21826530612245,0.6601890294707561,-0.11713553818498339,98,195.96666666666667,0,0,0
TXN_005161,USR_0001,2026-03-20 04:56:34,15.1,London,3.84,DEV_001,Wire Transfer,Transfer,0,4,4,0,3,4,1,0,137.21826530612245,0.11004365101013817,-0.30677505660865806,98,434.6,0,0,1
TXN_005686,USR_0001,2026-03-23 04:37:12,34.74,London,5.82,DEV_001,POS,Travel,0,4,0,0,2,5,1,0,137.21826530612245,0.2531732739133908,-0.25743712917666745,98,4300.633333333333,0,0,1
TXN_008108,USR_0001,2026-03-23 04:57:15,172.4,London,6.29,DEV_001,ATM,Transfer,0,4,0,0,0,4,1,0,137.21826530612245,1.2563924128574717,0.08838054344491227,98,20.05,0,0,1
TXN_005310,USR_0001,2026-03-23 21:48:19,31.78,London,5.34,DEV_001,ATM,Gaming,0,21,0,0,0,1,1,0,137.21826530612245,0.23160180325180074,-0.2648729878935051,98,1011.0666666666667,0,0,0
TXN_009858,USR_0001,2026-03-24 09:44:41,93.96,London,0.38,DEV_001,POS,Gaming,0,9,1,0,2,1,1,0,137.21826530612245,0.6847484403253365,-0.10866971255128645,98,716.3666666666667,0,0,0
TXN_009284,USR_0001,2026-03-26 08:55:52,232.74,London,1.06,DEV_140,ATM,Luxury,0,8,3,0,0,3,1,139,137.21826530612245,1.6961297573575866,0.23996152823342104,98,2831.1833333333334,0,0,0
TXN_009417,USR_0001,2026-03-27 08:58:02,94.68,London,7.5,DEV_129,Online,Transfer,0,8,4,0,1,4,1,128,137.21826530612245,0.6899955548105883,-0.10686099016070429,98,1442.1666666666667,0,0,0
TXN_004803,USR_0002,2026-01-01 18:22:18,43.87,Tokyo,1.1,DEV_002,Online,Electronics,0,18,3,0,1,0,6,1,93.55637254901961,0.4689150948842422,-0.4539490317882869,102,9999.0,0,0,0
TXN_001352,USR_0002,2026-01-02 00:22:25,118.33,Toronto,10.54,DEV_002,POS,Grocery,0,0,4,0,2,2,7,1,93.55637254901961,1.2647987959346338,0.2263390064179312,102,360.1166666666667,0,0,1
TXN_001247,USR_0002,2026-01-02 15:08:46,20.94,Tokyo,9.45,DEV_002,ATM,Utilities,0,15,4,0,0,6,6,1,93.55637254901961,0.2238222495298845,-0.6634441260142953,102,886.35,0,0,0
TXN_006144,USR_0002,2026-01-03 03:40:20,167.09,Tokyo,8.81,DEV_002,ATM,Transfer,0,3,5,1,0,4,6,1,93.55637254901961,1.7859818373423306,0.6718244313834858,102,751.5666666666667,0,0,1
TXN_004779,USR_0002,2026-01-03 17:01:07,34.82,Berlin,6.23,DEV_002,Online,Electronics,0,17,5,1,1,0,0,1,93.55637254901961,0.3721819832201804,-0.536632442287431,102,800.7833333333333,0,0,0
TXN_008052,USR_0002,2026-01-05 02:34:55,96.79,Tokyo,1.43,DEV_002,POS,Grocery,0,2,0,0,2,2,6,1,93.55637254901961,1.0345633014325464,0.029543353141515245,102,2013.8,0,0,1
TXN_005244,USR_0002,2026-01-06 04:49:51,127.05,Tokyo,2.53,DEV_002,POS,Gaming,0,4,1,0,2,1,6,1,93.55637254901961,1.358004622863984,0.3060074417276038,102,1574.9333333333334,0,0,1
TXN_006512,USR_0002,2026-01-07 17:34:18,63.07,Tokyo,19.68,DEV_072,Online,Utilities,0,17,2,0,1,6,6,71,93.55637254901961,0.6741389339947381,-0.27853229349176006,102,2204.45,0,0,0
TXN_008459,USR_0002,2026-01-08 17:05:15,18.59,Tokyo,2.03,DEV_002,Online,Transfer,0,17,3,0,1,4,6,1,93.55637254901961,0.19870370672208942,-0.6849144038787138,102,1410.95,0,0,0
TXN_006620,USR_0002,2026-01-09 00:15:40,23.16,Tokyo,0.65,DEV_002,Online,Utilities,0,0,4,0,1,6,6,1,93.55637254901961,0.24755125592703559,-0.6431615656487594,102,430.4166666666667,0,0,1
TXN_008018,USR_0002,2026-01-09 19:21:24,34.36,Tokyo,2.21,DEV_002,Wire Transfer,Gaming,0,19,4,0,3,1,6,1,93.55637254901961,0.3672651620748248,-0.5408351349757853,102,1145.7333333333333,0,0,0
TXN_002738,USR_0002,2026-01-10 08:23:18,94.53,London,0.39,DEV_002,POS,Gaming,0,8,5,1,2,1,1,1,93.55637254901961,1.0104067453705818,0.00889534123786152,102,781.9,0,0,0
TXN_008093,USR_0002,2026-01-11 16:34:10,41.09,Tokyo,7.26,DEV_002,POS,Travel,0,16,6,1,2,5,6,1,93.55637254901961,0.4392003931797018,-0.4793479136874714,102,1930.8666666666666,0,0,0
TXN_008470,USR_0002,2026-01-12 05:19:30,79.76,Tokyo,2.18,DEV_105,POS,Grocery,0,5,0,0,2,2,6,104,93.55637254901961,0.8525340316381848,-0.1260476392121229,102,765.3333333333334,0,0,1
TXN_006349,USR_0002,2026-01-12 11:35:50,104.03,Tokyo,5.22,DEV_002,POS,Luxury,0,11,0,0,2,3,6,1,93.55637254901961,1.1119497907637959,0.09569008154083052,102,376.3333333333333,0,0,0
TXN_004241,USR_0002,2026-01-15 00:21:20,19.61,Tokyo,0.39,DEV_002,POS,Transfer,0,0,3,0,2,4,6,1,93.55637254901961,0.20960622317483452,-0.6755953896567108,102,3645.5,0,0,1
TXN_004815,USR_0002,2026-01-15 01:50:01,114.83,Tokyo,7.12,DEV_002,POS,Utilities,0,1,3,0,2,6,6,1,93.55637254901961,1.2273882002634497,0.19436199683262684,102,88.68333333333334,0,0,1
TXN_006186,USR_0002,2026-01-15 08:12:51,67.33,Tokyo,1.9,DEV_142,POS,Gaming,0,8,3,0,2,1,6,141,93.55637254901961,0.7196729732973793,-0.23961170468221818,102,382.8333333333333,0,0,0
TXN_004295,USR_0002,2026-01-15 17:17:49,41.87,Tokyo,5.22,DEV_002,POS,Luxury,0,17,3,0,2,3,6,1,93.55637254901961,0.4475376116435656,-0.4722216086941751,102,544.9666666666667,0,0,0
TXN_006482,USR_0002,2026-01-16 02:34:23,55.55,Tokyo,2.89,DEV_002,POS,Travel,0,2,4,0,2,5,6,1,93.55637254901961,0.5937595970097939,-0.34723718265789977,102,556.5666666666667,0,0,1
TXN_003879,USR_0002,2026-01-16 05:56:53,105.26,Tokyo,3.52,DEV_002,ATM,Gaming,0,5,4,0,0,1,6,1,93.55637254901961,1.125096942956812,0.10692771633795181,102,202.5,0,0,1
TXN_008225,USR_0002,2026-01-16 23:58:19,202.53,Tokyo,1.66,DEV_020,Online,Electronics,0,23,4,0,1,0,6,19,93.55637254901961,2.1647908403671208,0.9956144941558249,102,1081.4333333333334,0,0,1
TXN_009257,USR_0002,2026-01-18 19:22:07,56.87,Tokyo,15.13,DEV_002,Wire Transfer,Gaming,0,19,6,1,3,1,6,1,93.55637254901961,0.6078687359486404,-0.3351772819000135,102,2603.8,0,0,0
TXN_006687,USR_0002,2026-01-18 23:25:52,70.88,Tokyo,2.1,DEV_002,POS,Luxury,0,23,6,1,2,3,6,1,93.55637254901961,0.7576180060495803,-0.20717788067426662,102,243.75,0,0,1
TXN_004087,USR_0002,2026-01-22 08:39:54,75.68,Tokyo,5.83,DEV_063,ATM,Grocery,0,8,3,0,0,2,6,62,93.55637254901961,0.8089239658272044,-0.1633236961001348,102,4874.033333333334,0,0,0
TXN_008541,USR_0002,2026-01-23 16:59:26,67.07,Tokyo,2.49,DEV_002,POS,Transfer,0,16,4,0,2,4,6,1,93.55637254901961,0.7168939004760913,-0.2419871396799837,102,1939.5333333333333,0,0,0
TXN_006245,USR_0002,2026-01-23 23:12:17,99.04,Tokyo,0.84,DEV_002,Online,Grocery,0,23,4,0,1,2,6,1,93.55637254901961,1.0586129700783076,0.05010000216063948,102,372.85,0,0,1
